video_id,title,description,channel_id,channel_title,view_count,like_count,comment_count,topics,latitude,longitude,published_at,duration,url,national_park
8qVz_miRrqk,BACKPACKING IN FINLAND | Cinematic Forest hiking B roll,"🏕 I went backpacking with my friends to Helvetinjärvi National Park in Finland. 

✉ Contact
► Instagram: @pikkuseela

📽 Gear used
► Sony a6000
► Sony E PZ 16-50mm f/3.5-5.6 OSS
► DJI Mavic Mini

🎧 Music
► Music: M83 - Raconte-Moi Une Histoire",UCeArR3SoNJFRgUqhL_1V6cg,Seela Korpilähde,9552.0,322.0,89.0,"Hobby,Lifestyle_(sociology),Tourism",,,2020-07-22 17:46:05+00:00,PT2M7S,https://www.youtube.com/watch?v=8qVz_miRrqk,Helvetinjärvi
t7_9QRSbplQ,LAPLAND FROM ABOVE #shorts | Drone footage of Finnish Lapland,"Aerial footage of beautiful Finnish Lapland up in Lemmenjoki national park and Urho Kekkonen national park.

✉ Contact
► Instagram: @pikkuseela
► Email: seela.korpilahde@gmail.com

📽 Gear used
► DJI Mavic Mini 2

🎧 Music
► Gustavo Santaolalla - Babel (Trap Remix)",UCeArR3SoNJFRgUqhL_1V6cg,Seela Korpilähde,3418.0,189.0,31.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-09-06 18:54:04+00:00,PT16S,https://www.youtube.com/watch?v=t7_9QRSbplQ,Lemmenjoki
jj0D3UmbtS8,Raja-Joosepista Kiilopäälle,Ramin ja Miron vaellus 12.–19.6.2021 Urho Kekkosen kansallispuistossa Raja-Joosepista Kiilopäälle.,UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,20585.0,229.0,17.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-06-23 08:45:23+00:00,PT45M9S,https://www.youtube.com/watch?v=jj0D3UmbtS8,Urho Kekkonen
dsH54C5_7sE,Syysvaellus Urho Kekkosen kansallispuistossa,"Kahdeksan päivän syysvaellus Urho Kekkosen kansallispuistossa syksyllä 2019.

Elinan blogissa on lisää vaellus- ja retkeilyjuttuja ja kuvia reissuiltamme. Postauksiin pääset tästä linkistä: https://endorfiinikoukussa.com/category/vaellusretkeily/",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,59885.0,557.0,62.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-09-15 21:34:14+00:00,PT53M26S,https://www.youtube.com/watch?v=dsH54C5_7sE,Urho Kekkonen
iUwbr4vcplA,Ramin yksinvaellus UKK-puistossa kesäkuussa 2023,"Rami teki kesäkuussa 2023 kymmenen päivän yksinvaelluksen Urho Kekkosen kansallispuistossa. Lähtöpaikkana oli Aittajärvi ja reissu päättyi Kiilopäälle. Majoitteena Ramilla oli riippumatto, Eno JungleNest.

Pahoittelut huonosta äänenlaadusta, joka saattaa häiritä paikka paikoin. Mukana ollut mikrofoni hajosikin reissun päätteeksi.

Reitti kulki seuraavasti: Aittajärvi – Kuotmuttipää – Kaarnepää – Sarvioja – Muorravaarakka – Luirojärvi – Tuiskukuru – Kotaköngäs – Lankojärvi – Luulampi – Kiilopää.",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,18438.0,393.0,59.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-06-25 15:32:00+00:00,PT57M52S,https://www.youtube.com/watch?v=iUwbr4vcplA,Urho Kekkonen
grYWPpVPTbU,Elinan ensimmäinen yön yli retki yksin,Kävin huhtikuun alussa ensimmäistä kertaa yön yli retkellä yksin Nuuksiossa.,UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,27813.0,572.0,56.0,"Hobby,Lifestyle_(sociology),Tourism",,,2022-04-10 19:15:37+00:00,PT13M13S,https://www.youtube.com/watch?v=grYWPpVPTbU,Nuuksio
M64vdaf0lSE,Kesävaellus Hossan kansallispuistossa,Ramin ja hänen veljensä Miron vaellus Hossan kansallispuistossa 2.–9.6.2020.,UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,17679.0,195.0,26.0,"Hobby,Lifestyle_(sociology),Tourism",,,2020-06-11 14:44:43+00:00,PT35M35S,https://www.youtube.com/watch?v=M64vdaf0lSE,Hossa
47liCcXqwds,Kahden yön pääsiäisretki Nuuksiossa,"Kahden yön lähiretki Nuuksion kansallispuistossa. Ensimmäinen yö Iso-Holman tulipaikalla ja toinen Holma-Saarijärvellä.

Seuraa Instagramissa @elina.hovinen",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,9673.0,170.0,14.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-04-11 18:52:27+00:00,PT21M1S,https://www.youtube.com/watch?v=47liCcXqwds,Nuuksio
O0pDHNuZdfY,10 päivän vaellus UKK-puistossa syksyllä 2018,"Vaelsimme kymmenen päivää Urho Kekkosen kansallispuistossa. Matkaa kertyi karkeasti arvioiden noin 112 kilometriä. Reittimme oli seuraavanlainen: Kiilopää - Suomunruoktu - Tuiskukuru - Luirojärvi - Sokosti - Luirojärvi - Pälkkimäojan laavu - Muorravaarakanruoktu - Sudenpesä - Porttikoski - Lankojärvi - Luulampi - Kiilopää.

Elinan blogista löytyy päiväkohtaiset vaelluskertomukset osoitteesta: https://endorfiinikoukussa.com/category/vaellusretkeily/",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,37819.0,324.0,20.0,"Hobby,Lifestyle_(sociology),Tourism",,,2018-09-22 21:17:40+00:00,PT38M24S,https://www.youtube.com/watch?v=O0pDHNuZdfY,Urho Kekkonen
aprEhDnzqpg,Talvivaellus Urho Kekkosen kansallispuistossa,"Teimme ensimmäisen talvivaelluksemme Urho Kekkosen kansallispuistoon 21.–27.4.2019.

Voit lukea päiväkohtaiset vaelluskertomukset blogistani: 
https://endorfiinikoukussa.com/category/vaellusretkeily/",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,23062.0,204.0,21.0,"Hobby,Lifestyle_(sociology)",,,2019-06-09 19:07:21+00:00,PT32M56S,https://www.youtube.com/watch?v=aprEhDnzqpg,Urho Kekkonen
rgKNj3cgB4o,Vaellus Urho Kekkosen kansallispuistossa syksyllä 2020,"Syysvaelluksen reitti: Aittajärvi–Jyrkkävaara–Muorravaarakka–Luirojärvi–Kotaköngäs–Suomunruoktu–Kiilopää. Yhteensä 87 kilometriä.

Elinan rinkka ja vaatteet saatu Jack Wolfskinilta, kengät Lowalta ja riippumatto ja tarppi osana yhteistyötä Addnature-verkkokaupan kanssa.

Pahoittelut videon kuvanlaadusta, videoa ladatessa kävi kämmi emmekä tarkistaneet millä tarkkuudella video latautuu. Ensi kerralla viisaampina.",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,37697.0,378.0,66.0,"Hobby,Lifestyle_(sociology),Tourism",,,2020-09-18 18:32:17+00:00,PT1H1M57S,https://www.youtube.com/watch?v=rgKNj3cgB4o,Urho Kekkonen
PlOx6k0me7k,Vaellus UKK-puiston halki kesäkuussa 2022,Ramin ja Miron vaellus Urho Kekkosen kansallispuistossa 12.–20.6.2022.,UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,20856.0,314.0,27.0,"Hobby,Lifestyle_(sociology),Tourism",,,2022-06-26 17:00:44+00:00,PT43M51S,https://www.youtube.com/watch?v=PlOx6k0me7k,Urho Kekkonen
IvFDDIy_1yQ,Talvivaellus Urho Kekkosen kansallispuistossa tammikuussa 2023,"*Elinan vaatteet on saatu Bonge.fi

Tammikuinen reissumme oli ensimmäinen yhteinen kunnollinen talvivaelluksemme. Starttasimme tuttuun tapaan Kiilopäältä liikkeelle ja siitä Rautulammen suuntaan.

Reitti: Kiilopää–Rautulampi–Lankojärvi–Rautulampi–Sivakkaojan laavu–Kiilopää",UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,17304.0,370.0,42.0,"Hobby,Lifestyle_(sociology),Tourism",68.1666667,28.25,2023-01-28 16:32:39+00:00,PT33M24S,https://www.youtube.com/watch?v=IvFDDIy_1yQ,Urho Kekkonen
z8TbnuZHfJw,Exploring a Legendary Gold River in Lapland  | Documentary,"I visited Lemmenjoki river in Lapland to find some gold. The river has a long golden history and beautiful nature. Digging gold is hard work and usually you find nothing or very little, but it's so much fun and the excitement is always there. Hope you enjoy the video!

 If you are interested in visiting the same place, here's contact information to the owner of the cabin:
http://www.eramaankulta.fi/page_1229194728386.html

My Instagram: https://www.instagram.com/finnish.playground/

Photos:
Mikkola, Erkki, Kansatieteen kuvakokoelma, Museovirasto
Saarinen, UA Saarisen kokoelma, Museovirasto
Viklund, Veli-Pekka, Kansatieteen kuvakokoelma, Museovirasto",UCep1YfYr_CzwymzB6yGrG1w,Finnish Playground,12862.0,562.0,49.0,"Hobby,Lifestyle_(sociology)",,,2022-07-04 14:04:29+00:00,PT21M6S,https://www.youtube.com/watch?v=z8TbnuZHfJw,Lemmenjoki
WwM4WO_k6s0,"Ei Bushcraftia, Ei kurjuutta!","Yleensä perheretkillä en kuvaa videoita, mutta nyt tuntui siltä, että välillä näinkin ja on ollut niin pitkä tauko videoissa remontin/muuton takia.

Paikka on Repoveden kansallispuisto jossa telttailtiin ja haluttiin nähdä uusittu silta, koska emme olleet käyneet tuolla moneen vuoteen.

Testasin Trangiaan tilaamani uuden Duossal paistinpannukannen josta minulla ei ollut kokemuksia. Se tuntui lettujen paiston jälkeen ihan hyvältä. Täytyy testailla vielä käytössä enemmän.

Ei kurjuudenmaksimointi pisteitä tällä kertaa.",UCeqy2sIBbWnrdZi-nssu9Sw,El Kärppä,10235.0,360.0,26.0,"Hobby,Lifestyle_(sociology),Tourism",61.1879953,26.9023636,2022-07-17 09:00:21+00:00,PT15M39S,https://www.youtube.com/watch?v=WwM4WO_k6s0,Repovesi
2fMwPSaEnQI,Kelvenne  -  Overnight camping on the island,"#camping #retkeily #päijänne


One of the thousand lakes, Päijänne
One night camping on the island in Päijänne.
Misery maximization score: 0/5 (was warm and dry )

yksi tuhannesta järvestä, Päijänne.
vietin yhden yön Päijänteen saaressa (Kelvenne) teltan kanssa.

Kurjuuden maksimointi: 0/5 (oli lämmintä, kuivaa, kukkia ja mehiläisiä)

#camping #retkeily #päijänne",UCeqy2sIBbWnrdZi-nssu9Sw,El Kärppä,5976.0,204.0,32.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-05-17 13:00:04+00:00,PT16M59S,https://www.youtube.com/watch?v=2fMwPSaEnQI,Päijänne
DjdNdhxdscI,Solo Overnight Camping - 6/6 Repovesi,"Hiking on Repovesi national park - solo overnight camping 
April 2019


Vietin Repovedellä yhden yön telttaillen huhtikuussa 2019

Retkeily nykyaikaisin välinen.
Paikka:
 Repoveden kansallispuisto

KURJUUDEN MAKSIMOINTI: 1/5 (Helppo reissu)",UCeqy2sIBbWnrdZi-nssu9Sw,El Kärppä,8773.0,157.0,28.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-04-26 17:20:45+00:00,PT12M30S,https://www.youtube.com/watch?v=DjdNdhxdscI,Repovesi
7vganh6--M8,Lapland Winter Wilderness Adventure (Part 02) Vlog 02 | Syöte National Park,"Music: 
Artlist: https://bit.ly/3bsuF3I

*All Songs are downloaded from Artlist and get 2 months free by using the above link to buy a new subscription. 

Instagram: https://www.instagram.com/WildLensByAbrar
Blog: https://www.WildLensByAbrar.com/

Follow me on Instagram and send me a DM if you have any questions!
Wilderness hut adventure in Syöte National Park

This is Urdu Vlog with English Subtitles. 
We did a two-day trek in Syöte National park and slept in the free Wilderness hut. The Wilderness hut is Ahmatupa which is around 8.5km from Syöte visitors centre. Vlog is in Urdu but with English subtitles. 

Please do subscribe!

My Main Cameras!
Sony A7iii: https://amzn.to/2Und3Pp
Sony A6400: https://amzn.to/2vUCNJJ

Photography and Vlogging Lens:
Sony 16-35mm F4: https://amzn.to/2y9ehoJ
Sony 10-18mm F4: https://amzn.to/3aouVzd
Tamron 28-75mm F2.8: https://amzn.to/39oPuKc
Sony 70-200mm F4: https://amzn.to/2vQvkLw
Sony 28mm F2: https://amzn.to/3ap9FZP

Microphone:
Rode Video Micro: https://amzn.to/2WNMuok
Rode Wireless Go: https://amzn.to/2WxMzL6
Saramonic SR-XM1: https://amzn.to/2QOCWpl

Motovlogging Gear:
GoPro Hero 7 Black: https://amzn.to/2wFJWha
GoPro Hero 8 Black: https://amzn.to/2QRkxIh
Insta360 One R: https://amzn.to/2yLqYGJ
GoPro Hero 7 Ulanzi Case: https://amzn.to/3dCaIaQ
Dango Design Chin Mount Grip: https://amzn.to/39qbbcS
Boya Microphone: https://amzn.to/33UUuFp
GoPro Charger and Battery: https://amzn.to/2QQyZ3v
GoPro 3-way Selfie Stick: https://amzn.to/33UULYX

Drone: 
DJI Mavic 2 Pro combo: https://amzn.to/39hQPTi

Hard drives and Memory cards:
Sony SSD 1TB: https://amzn.to/2UllbQq
Lacie Rugged 5TB: https://amzn.to/33UKM6a
Sandisk Extreme Pro: https://amzn.to/2QTpOPM
Sandisk Extreme Micro SD: https://amzn.to/39oYpM3

Power Bank:
Anker 20,000mA: https://amzn.to/3dtQO1X
RavPower 20,000mA: https://amzn.to/2UEbawI

Tripods and Mounts:
Manfrotto Befree: https://amzn.to/33S1ink
Joby Gorilla Tripod: https://amzn.to/3arqBz1
GoPro Jaw-Klemm: https://amzn.to/3bpVN1E
Insta Selfie-Stick: https://amzn.to/2UFErHs

ND Filters:
PolarPro GoPro Hero 7 Black: https://amzn.to/33QZH0Z
PolarPro GoPro Hero 8 Black: https://amzn.to/39hQUX6
PolarPro DJI Mavic 2 Pro: https://amzn.to/2wxXXOc
PolarPro 82mm ND16: https://amzn.to/2Ulf0fk

*All are amazon associated links and I might get some money when you buy using these links.",UCf1XIplYiqNv9baGsFHwPPQ,WildLens by Abrar,92155.0,4394.0,211.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-01-13 00:02:52+00:00,PT9M42S,https://www.youtube.com/watch?v=7vganh6--M8,Syöte
jbPyvT78XMQ,Lapland Chasing the dream (part 03) Vlog 03 | Riisitunturi National Park,"Music: 
Artlist: https://bit.ly/3bsuF3I

*All Songs are downloaded from Artlist and get 2 months free by using the above link to buy a new subscription. 

Instagram: https://www.instagram.com/WildLensByAbrar
Blog: https://www.WildLensByAbrar.com/

We stayed overnight in Riisitunturi national park in the Wilderness free hut in Winter. It was cold but absolutely worth it. Riisituntari is absolutely stunning in Winter when all the trees are frozen. I had a dream to see this place in Winter & loved it. National Park is very close to Posio & Kuusamo. Nearby is Ruka ski resort. 
This is Urdu Vlog with English Subtitles. 

Please Subscribe & Share!

music:

Ventura
https://soundcloud.com/ventura-musix

My Main Cameras!
Sony A7iii: https://amzn.to/2Und3Pp
Sony A6400: https://amzn.to/2vUCNJJ

Photography and Vlogging Lens:
Sony 16-35mm F4: https://amzn.to/2y9ehoJ
Sony 10-18mm F4: https://amzn.to/3aouVzd
Tamron 28-75mm F2.8: https://amzn.to/39oPuKc
Sony 70-200mm F4: https://amzn.to/2vQvkLw
Sony 28mm F2: https://amzn.to/3ap9FZP

Microphone:
Rode Video Micro: https://amzn.to/2WNMuok
Rode Wireless Go: https://amzn.to/2WxMzL6
Saramonic SR-XM1: https://amzn.to/2QOCWpl

Motovlogging Gear:
GoPro Hero 7 Black: https://amzn.to/2wFJWha
GoPro Hero 8 Black: https://amzn.to/2QRkxIh
Insta360 ONE R: https://amzn.to/2yLqYGJ
GoPro Hero 7 Ulanzi Case: https://amzn.to/3dCaIaQ
Dango Design Chin Mount Grip: https://amzn.to/39qbbcS
Rode smartLaV+ Microphone: https://amzn.to/3bda3Kx
GoPro Charger and Battery: https://amzn.to/2QQyZ3v
GoPro 3-way Selfie Stick: https://amzn.to/33UULYX

Drone: 
DJI Mavic 2 Pro combo: https://amzn.to/39hQPTi

Hard drives and Memory cards:
Sony SSD 1TB: https://amzn.to/2UllbQq
Lacie Rugged 5TB: https://amzn.to/33UKM6a
Sandisk Extreme Pro: https://amzn.to/2QTpOPM
Sandisk Extreme Micro SD: https://amzn.to/39oYpM3

Power Bank:
Anker 20,000mA: https://amzn.to/3dtQO1X
RavPower 20,000mA: https://amzn.to/2UEbawI

Tripods and Mounts:
Manfrotto Befree: https://amzn.to/33S1ink
Joby Gorilla Tripod: https://amzn.to/3arqBz1
GoPro Jaw-Klemm: https://amzn.to/3bpVN1E
Insta Selfie-Stick: https://amzn.to/2UFErHs

ND Filters:
PolarPro GoPro Hero 7 Black: https://amzn.to/33QZH0Z
PolarPro GoPro Hero 8 Black: https://amzn.to/39hQUX6
PolarPro DJI Mavic 2 Pro: https://amzn.to/2wxXXOc
PolarPro 82mm ND16: https://amzn.to/2Ulf0fk

*All are amazon associated links and I might get some money when you buy using these links.",UCf1XIplYiqNv9baGsFHwPPQ,WildLens by Abrar,72531.0,3967.0,222.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-01-19 12:18:06+00:00,PT10M10S,https://www.youtube.com/watch?v=jbPyvT78XMQ,Riisitunturi
8jcxfV3zarE,Lapland one last Arctic Adventure Vlog 04 (Urdu) | Oulanka National Park,"Music: 
Artlist: https://bit.ly/3bsuF3I

*All Songs are downloaded from Artlist and get 2 months free by using the above link to buy a new subscription. 

Instagram: https://www.instagram.com/WildLensByAbrar
Blog: https://www.WildLensByAbrar.com/

Follow me on Instagram and send me a DM if you have any questions!
This is Urdu Vlog with English subtitles.
We did ​Pieni Karhunkierros Trail in oulanka national park on our last day in Lapland. The trek is around 12km. This is very beautiful winter trek. Trek is marked in winter and we did it without snowshoes. 

My Main Cameras!
Sony A7iii: https://amzn.to/2Und3Pp
Sony A6400: https://amzn.to/2vUCNJJ

Photography and Vlogging Lens:
Sony 16-35mm F4: https://amzn.to/2y9ehoJ
Sony 10-18mm F4: https://amzn.to/3aouVzd
Tamron 28-75mm F2.8: https://amzn.to/39oPuKc
Sony 70-200mm F4: https://amzn.to/2vQvkLw
Sony 28mm F2: https://amzn.to/3ap9FZP

Microphone:
Rode Video Micro: https://amzn.to/2WNMuok
Rode Wireless Go: https://amzn.to/2WxMzL6
Saramonic SR-XM1: https://amzn.to/2QOCWpl

Motovlogging Gear:
GoPro Hero 7 Black: https://amzn.to/2wFJWha
GoPro Hero 8 Black: https://amzn.to/2QRkxIh
Insta360 One R: https://amzn.to/2yLqYGJ
GoPro Hero 7 Ulanzi Case: https://amzn.to/3dCaIaQ
Dango Design Chin Mount Grip: https://amzn.to/39qbbcS
Boya Microphone: https://amzn.to/33UUuFp
GoPro Charger and Battery: https://amzn.to/2QQyZ3v
GoPro 3-way Selfie Stick: https://amzn.to/33UULYX

Drone: 
DJI Mavic 2 Pro combo: https://amzn.to/39hQPTi

Hard drives and Memory cards:
Sony SSD 1TB: https://amzn.to/2UllbQq
Lacie Rugged 5TB: https://amzn.to/33UKM6a
Sandisk Extreme Pro: https://amzn.to/2QTpOPM
Sandisk Extreme Micro SD: https://amzn.to/39oYpM3

Power Bank:
Anker 20,000mA: https://amzn.to/3dtQO1X
RavPower 20,000mA: https://amzn.to/2UEbawI

Tripods and Mounts:
Manfrotto Befree: https://amzn.to/33S1ink
Joby Gorilla Tripod: https://amzn.to/3arqBz1
GoPro Jaw-Klemm: https://amzn.to/3bpVN1E
Insta Selfie-Stick: https://amzn.to/2UFErHs

ND Filters:
PolarPro GoPro Hero 7 Black: https://amzn.to/33QZH0Z
PolarPro GoPro Hero 8 Black: https://amzn.to/39hQUX6
PolarPro DJI Mavic 2 Pro: https://amzn.to/2wxXXOc
PolarPro 82mm ND16: https://amzn.to/2Ulf0fk

*All are amazon associated links and I might get some money when you buy using these links.",UCf1XIplYiqNv9baGsFHwPPQ,WildLens by Abrar,55975.0,3165.0,175.0,"Hobby,Lifestyle_(sociology)",,,2019-01-27 09:48:43+00:00,PT7M4S,https://www.youtube.com/watch?v=8jcxfV3zarE,Oulanka
dc8298X-Yc4,Tarp Shelter like a Tent - Overnight Camp,"Pitching my 3x3m DD Superlight tarp like a tent for the night. No trees required. Overnight camping trip at the Bothnian bay, Sweden.

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
HQ Nature Sounds - https://audiojungle.net/user/icefloe
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,65063.0,2154.0,153.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-09-01 08:00:31+00:00,PT9M25S,https://www.youtube.com/watch?v=dc8298X-Yc4,Bothnian Bay
t3ZqRIb0JlE,Snowy Tent Overnight on the Island,"Camping solo overnight with tent on an island at the frozen Bothnian Bay (Bottenviken). Windy at first, then calm and heavy snowfall during night. Tent is Hilleberg Nammatj. A nice, relaxing winter adventure!

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,399475.0,7150.0,383.0,"Hobby,Lifestyle_(sociology),Tourism",,,2020-03-08 07:05:32+00:00,PT14M40S,https://www.youtube.com/watch?v=t3ZqRIb0JlE,Bothnian Bay
y9flghDMGNg,Kayaking Overnight with Hilleberg Allak,"Time to go Hilleberg! Kayaking overnight at the Bothnian bay in August. The kayak is a Venture Islay 14.

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
HQ Nature Sounds - https://audiojungle.net/user/icefloe
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,85478.0,2782.0,211.0,"Hobby,Lifestyle_(sociology),Tourism",,,2019-08-18 09:05:07+00:00,PT10M4S,https://www.youtube.com/watch?v=y9flghDMGNg,Bothnian Bay
eAJeAxBWlXI,Solo Hike at the Sea - Simplicity is Beauty,"A trip in early May by the Bothnian bay at Bjuröklubb. There is still snow here and there, but not more than I can move around easily. A beautiful sunny day, taking it easy, relaxing and making my coffee on the Trangia stove.

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,20874.0,1824.0,68.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-05-10 06:57:58+00:00,PT6M34S,https://www.youtube.com/watch?v=eAJeAxBWlXI,Bothnian Bay
Btdohqkljik,Overnight in the Wooden Shelter with Aurora Borealis,"Winter camping in the wooden shelter by the frozen sea, the Bothnian Bay, Bottenviken. Nice cold winter conditions for an overnighter, and with some beautiful northern lights as well! I had minimal gear on this trip, all packed into my Exped Lightning 45, and the Western Mountaineering Lynx sleeping bag filled up 75% of the space. Music by Erik.
Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,42828.0,3416.0,301.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-02-18 05:43:24+00:00,PT9M14S,https://www.youtube.com/watch?v=Btdohqkljik,Bothnian Bay
lLnarKwLNI8,Winter Camping with a Dome Tent,"Winter camping in the snow with the Hilleberg Allak tent, at the Bothnian bay sea ice, Sweden. Pulling the gear with a pulk, building my camp for the night, and making dinner and coffee on the Trangia stove. Decently cold and nice conditions for an overnighter. Days are getting brighter and outdoor life quite enjoyable!
Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,84543.0,4268.0,363.0,"Hobby,Lifestyle_(sociology),Tourism",,,2021-02-10 14:27:41+00:00,PT16M1S,https://www.youtube.com/watch?v=lLnarKwLNI8,Bothnian Bay
c8mQfJtVNlE,Overnighter with a View - Sleeping under the Mere Sky,"My first overnighter for almost exactly one year! As last time I went to Bjuröklubb at the Bothnian bay, Bottenviken for some magnificent views over the still frozen sea. The evening was quiet, and the morning filled with the sound from thousands of migrating birds. A great time to be out!

The sleeping bag is my old Western mountaineering ultralite. The temperature was -1°C at the coldest, so I stayed warm and nice. The sleeping air mat is Sea to summit ether light, with the Z-pad on top.

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,32861.0,2256.0,157.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-04-23 05:38:17+00:00,PT19M15S,https://www.youtube.com/watch?v=c8mQfJtVNlE,Bothnian Bay
nVa-lsD7MA8,Frosty December Overnight Camp,"Camping under the stars and full moon, a frosty cold and long December night. Sleeping with no shelter at the Bothnian bay. Enjoying my morning coffee and a nice warming meal of rice porridge to the light of early dawn, and everything covered with white frost. Music by Erik.
Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,46223.0,3404.0,332.0,"Hobby,Lifestyle_(sociology),Tourism",,,2020-12-06 07:36:57+00:00,PT11M4S,https://www.youtube.com/watch?v=nVa-lsD7MA8,Bothnian Bay
NSrEvWhe03Q,Wood Stove and Micro Spikes for a Trip on the Ice,"Mid February, a sunny day at the Bothnian bay, Bottenviken, and Kågnäsudden fishing village. Walking with micro spikes on the ice, making fire and coffee on the wood stove at the shore. Just a wonderful day for an outing!

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,14513.0,1578.0,81.0,"Hobby,Lifestyle_(sociology),Tourism",,,2023-02-19 06:31:09+00:00,PT9M38S,https://www.youtube.com/watch?v=NSrEvWhe03Q,Bothnian Bay
1XwJ-bm_614,"Endless Ice and Snow, and Coffee on the Stove on a Trip at the Sea","Skiing and enjoying the view over the endless white snow and ice at Bjuröklubb by the Bothnian bay, Bottenviken. A beautiful quiet day, with coffee on the stove, and a little sketching at the end.

Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,13215.0,1606.0,86.0,"Hobby,Lifestyle_(sociology)",,,2023-03-19 05:47:40+00:00,PT7M32S,https://www.youtube.com/watch?v=1XwJ-bm_614,Bothnian Bay
uo4KTJnRILc,Morning Coffee on the Rocky Beach - Kayaking and Camping Overnight,"Enjoying the warm days of August, I go kayaking overnight at the sea, Bjuröklubb at the Bothnian Bay, Bottenviken. Falling asleep to the drowsy sound of lapping waves. Making dinner and morning coffee and relaxing to nature.
Patreon - https://www.patreon.com/eriknormark
Paypal - https://www.paypal.me/ErikNormark
Shirts and Mugs - https://www.redbubble.com/people/eriknormark/shop
Your support helps make more videos. Thank you!",UCfMgKSxyQ9KnbjY6L6JKKiQ,Erik Normark,40937.0,2601.0,220.0,"Hobby,Lifestyle_(sociology),Tourism",,,2020-08-23 04:42:56+00:00,PT12M18S,https://www.youtube.com/watch?v=uo4KTJnRILc,Bothnian Bay
