channel_id,title,description,subscriber_count,video_count,view_count,topics
UCxic3q7IbcN3Leh1P9rH7aQ,Heart My Backpack,"Documenting my world travels through over 80 countries as well as setting up a life here in Tromsø in Northern Norway! Subscribe for more about LIFE IN NORWAY, TRAVEL OFF THE BEATEN PATH, and the BEST PLACES TO VISIT IN NORWAY. Or you can read more on my blog:  https://www.heartmybackpack.com/",4770,44,582853,"Tourism,Lifestyle_(sociology)"
UCv2Tl3tsS-nnBa-tS2b8cXg,Erämaiden Kulkijat,"Tuotamme erävideoita kainuun maisemissa, tuoden esille erilaisia metsästys- ja kalastusmuotoja. Esittelemme videoillamme myös käyttämiämme uutuustuotteita. 

Jos olet kiinnostunut yhteistyöstä, ota yhteyttä: eramaidenkulkijat@gmail.com",4670,85,801420,"Hobby,Lifestyle_(sociology),Pet"
UC2vNXAWE1codE7i75Nah7Og,Juuso Simpanen,"Olen Juuso ja teen videoita elämästäni - ruokavaliosta, treeneistä, polku -ja ultrajuoksukisoista ja milloin mistäkin.",4540,199,647131,"Health,Lifestyle_(sociology),Sport"
UCcIruWpSNdK2tkoOncOrJGg,Jouni Ohtamaa,"Jouningalleriassa esitän tekemiäni luontodokumentteja tai muuta luontoon ja retkeilyyn liittyvää ohjelmaa. Sähköposti [jouni.ohtamaa(ät)gmail(.)com]
Here I'll show've made nature documentaries or other wildlife, and hiking related documents. Email [jouni.ohtamaa(#)gmail(.)com]",4390,109,1754313,"Hobby,Lifestyle_(sociology),Tourism"
UC6o98Y6Le6LTlMRyBwN4L4w,Caj Koskinen,"I just love to spend my time in nature and outdoors. Most of my videos are filmed on my hiking trips. I'm also a professional content creator and working at Scandinavian Outdoors. 
WWW.Hutkai.fi  -  Photographs and Blog.",4380,215,689884,"Hobby,Lifestyle_(sociology),Tourism"
UCUVNM_WkqQWq8qnffI3cGow,PS Camper-Tours,"Hallo,

wir sind Peggy und Stefan und gemeinsam sind wir PS Camper-Tours.

Anfang 2018 hat uns eine Reisemesse mit dem Camper-Virus infiziert und nicht mehr losgelassen.
Wir haben einen VW Crafter mit viel Liebe zum Detail zum Camper ausgebaut. Nachdem er fertig war, haben wir festgestellt, dass er mit zwei Kleinkindern zu wenig Platz bietet und kurzer Hand verkauft 😅🤯. Nun sind wir auf einen Sunlight A68 umgesattelt. Mit diesem und unseren beiden Kindern wollen wir 
Vollzeit in Europa auf Tour gehen. Wir freuen uns wenn ihr dabei seit 🙂.

Und da wir auf YouTube so viele Ideen und Tipps sammeln durften, möchten wir gern etwas auf unserem Kanal zurückgeben.

Folgende Themen dürft Ihr erwarten:
- Reisen mit dem Wohnmobil 
- Reisen mit Baby und Kindern
- Technik rund um den Camper
- Selbstausbau eines Campervans



Impressum: Ihr erreicht uns jederzeit unter ps.camper.tours@gmail.com
Aufgrund der Privatsphäre geben wir hier keine Adresse und Telefonnummer an.",4300,116,806464,"Lifestyle_(sociology),Tourism"
UCrJygwIZvCQXOgYrwNlkqxA,kalliopoika,"Luonto, erä ja vaellusvideot löytyy Kalliopoika Youtube kanavaltani. Paljon videoita Urho Kekkosen Kansallispuistosta Saariselän erämailta. Quality Videos in this channel: SONY AX100E 4K video/ Hero 11 Black ja Insta360 OneX2.",4230,4896,2839553,"Hobby,Lifestyle_(sociology),Tourism"
UCkb1Oplb-s4zKul_tLdh3hg,Raaka - Janne,"Eräaiheinen kanava. Tervetuloa seurailemaan. Kanavalta löytyy eri aihealueita.
- Kanavan suosituimmat videot ovat vaellusvideoita ja niihin myös panostan eniten. Vaeltamaan ei kuitenkaan valitettavasti jouda määräänsä enempää.
- Vaellusvideoiden lisäksi löytyy videoita pienemmiltä retkiltä.
- Kanavalla on myös videoita varusteista, vaatteista, ruuista ja retkeilijän taidoista.
- Vaellusturinoita -videoilla kerron aiemmista vaelluksistani, ennen kuin olen alkanut videoimaan seikkailujamme.
- Raaka-Ranch on isäni omistama tilus, jossa olen tehnyt metsätöitä lapsesta lähtien. Nykyään paikalta löytyy erilaisia rakennelmia ja hasiendalle on mukava mennä vain viettämään aikaa.
- Raakoja aatoksia on vähemmän retkeilyyn liittyvä, enemmän pohdiskeleva. Kannatan tervettä elämää, johon hyvin oleellisesti kuuluu terve järki. Raataillaan tämän pohjalta.

Kyssäreitä voi iskeä videoiden kommentteihin tai jos on jotain isompaa avautumista niin sähköpostiin.
raaka.janne@gmail.com",4090,47,605061,"Tourism,Lifestyle_(sociology),Hobby"
UCL3FIWsy3X05kyVUvMYREZQ,Kosmate Szlaki,"Vanlife, podróże, przygoda.

Jesteśmy parą z Dolnego Śląska, która z perspektywy dwóch kółek, kajaka i kampera poznaje Polskę, Europę i Świat. 
Towarzyszem wypadów, w szczególności  pieszych wędrówek  - jest nasz pies, Gaja. 

To co daje nam szczęście i radość to przede wszystkim obcowanie z naturą, poznawanie nowych miejsc, ludzi, obyczajów. Dlatego zdecydowaliśmy zostawić nasze stacjonarne prace i dotychczasową codzienność na poczet podróżowania.  

Chcąc podzielić się naszymi wrażeniami, zachęcić do aktywnego spędzania czasu, zainspirować (jeśli szukasz pomysłu na wycieczkę) zapraszamy na nasz kanał. Mamy nadzieję, że nas ""polubisz"", zasubskrybujesz i pozostaniesz na dłużej. 

Baw się dobrze:)

",4020,101,305523,"Tourism,Lifestyle_(sociology),Hobby"
UCgHkneJS4-DwPWzXv_z3Czw,Jesse Kallio,"Moikka, mun nimi on Jesse Kallio. Harrastuksiini kuuluu vahvimmin vaeltaminen, valokuvaus, kiipeily, maastopyöräily, alamäkipyöräily, kitaran soitto sekä lautailulajit. Noin vuosikymmen sitten tein ensimmäiset isot vaellukset yksin pohjoiseen Suomeen sekä Ruotsiin. Lumoavat maisemat, vuoret, metsät, rauhallisuus, revontulet, haasteet sekä leirinuotiot tekivät minusta vieläkin intohimoisemman ulkoilijan. Nykyään valokuvien lisäksi tulee tehtyä myös retkeilyyn liittyviä videoita. Tervetuloa kanavalleni seuraamaan vaelluksiani. Valokuvia löydät instagramista nimellä jesse.kallio",3770,52,282533,"Tourism,Lifestyle_(sociology),Hobby"
UCebFMxwN1rsnG4EhGq3Sxbw,Elina Hovinen,"Moi!

Tämän tilin takana häärii Elina ja Rami Hovinen. Julkaisemme pääasiassa retkeily- ja vaellusvideoita luontoseikkailuiltamme. Aloitimme yhdessä vaellus- ja retkeilyharrastuksen vuonna 2015, jolloin löysimme toisemme. Luonnosta on tullut meille koko ajan tärkeämpi paikka, jonne menemme mieluiten lataamaan akkuja, rentoutumaan ja viettämään aikaa toistemme kanssa.

Lisää retkisisältöjämme löydät Instagramista osoitteesta https://www.instagram.com/elina.hovinen/ tai blogista osoitteesta https://endorfiinikoukussa.com/category/vaellusretkeily/

Tervetuloa meidän mukaan luontoon! Tervehdi ihmeessä, jos tulemme poluilla vastaan. 😊
",3630,33,675328,"Hobby,Physical_fitness,Tourism,Lifestyle_(sociology),Health"
UCoPZwpTSuPHzvJjKnkSF99Q,Kullanhuuhtoja Jomsa,"Kullanhuuhtoja Lapista 30 vuoden kokemuksella. Tule mukaani etsimään Lapin Legendaarista Kultaa!

Kullanhuuhdonta on upea harrastus ja elämäntapa sen taustalla on jotain mitä haluan jakaa muillekin. Yritän ylläpitää wanhojen kullankaivajien, osan joiden kanssa olen saanut jopa kunnian puhua lapsena, henkeä yllä. Huuhdon, etsin ja hengitän kultaa. Tämä aikuistubetus on tullut tässä omien toimien dokumentaation ohella.

Tuotan materiaalia kesäisin ja oletankin, että myös te olette silloin pääasiassa ulkona seikkailemassa, joten en julkaise juurikaan materiaalia kesäisin. Syksyn saapuessa kumminkin alkaa tunnelma nousemaan. Yritän julkaista muutaman videon kuussa yleensä.

Joten kurkkaappa kanavaa ja muista tilata kanava mikäli kullanhuuhdonta elämäntapana kiinnostaa.
Kanava tunnettiin aiemmin nimellä JomsaTube.",3330,328,952665,Lifestyle_(sociology)
UChfJAvr2wZiyDbtsGVcKOsA,J.kummala,"
Oon sekatyömies, käsityöläinen ja monenlaisen luovan työn tekijä. 
Arki sekottuu sopivasti työn kans pitäen sisällään laajasti monenlaista. Pääpainona suunta kohti omavaraisempaa ja yksinkertaista elämää. Jospa voin tarjota sinulle hyödyllistä, mielenkiintosta ja eniten toivon, että kannustavvaa, inspiroivaa ja rohkasevvaa materiaalia, sekä mahollisesti yhteistyötä työni tai harrastusteni puitteissa..

Yhteystiedot:
Janne Kummala 
janne.kummala@hotmail.com
0400717289",3170,39,563302,"Lifestyle_(sociology),Hobby"
UC7kmZinZj2h9L5-NsNMb--A,Astraalilaama,"Videoita veneretkiltä, sähköfillareista, moottoripyöräilystä, Suomen Lapista ja kaikkea muuta kivaa!
",3020,280,722212,"Lifestyle_(sociology),Hobby"
UCyx8ex0kLVNYGmSnlcONDiQ,Viima ulkona,"Moikka!
Mun nimi on Viima Nikita Välimaa ja olen muunsukupuolinen 27-vuotias eräopas ja retkeilyvarustemyyjä.  Jaan täällä videoita retkistä ja vaelluksistani. Tervetuloa mukaan!

Minuun saa parhaiten yhteyttä sähköpostissa ja Instagramissa:

nikitavalimaa@gmail.com
@viima_ulkona",2960,39,328778,"Hobby,Lifestyle_(sociology),Tourism"
UCSbSlu_tEwkzSYT1XR6dnnA,Sammaleisetpolut,"Ulkoilua ja retkeilyä eli ulkoilmaelämää!
Tervetuloa mukaan retkeilemään ja ulkoilemaan. Tutustutaan eri luontokohteisiin ja luontopolkuihin; isoihin ja poluista pienimpiin. Käydään myös kalassa, joilla ja järvillä. Etsitään metsän antimia, käydään sienestämässä ja marjastamassa. Talvella hiihdellään pitkin metsiä ja etsitään ""talven henkeä"". Retkillä saattaa kuvissa vilahtaa Australianterrieri Rane. Mukana matkassa myös joskus vierailevia tähtiä. Voi olla, että kanavalle ilmestyy myös urheilu- tai valmennusaiheisia videoita, niitä ei kannata säikähtää, sisältö tulee olemaan pääasiassa kuitenkin ulkoilua ja retkeilyä.
Pyrkimyksenä aitous,"" ykkösellä purkkiin"" ajatuksella :) 
Nauru pidentää ikää, tekemällä oppii ja oppia ikä kaikki!
Instagramissa löydät myös @sammaleisetpolut 

",2810,186,518708,"Hobby,Lifestyle_(sociology),Tourism"
UCITuIFItrLMDpI44cjB1c_w,Resupekka,"Tervetuloa kanavalle!

Tarinoita pyöräilyn ystävältä pyöräilyn ystävälle! 
Stories from a cycling enthusiast to fellow cycling enthusiasts!

#bikepacking #gravelcycling #retkipyöräily #maastopyöräily #soratiepyöräily #adventurecycling

-Pekka Lintusaari
",2740,42,194426,"Hobby,Sport,Tourism,Lifestyle_(sociology)"
UCkNYkqZmtZp7ZnPAhdC-9tQ,Kultaistapakuelämää,"- Seikkailuja matkailuautolla -
Me ollaan Marika ja Petri. Matkailua rakastava pariskunta, joka nauttii luonnosta ja kauniista maisemista. Meistä on ihana tutustua uusiin paikkoihin, nähdä ja kokea asioita.  Reissataan matkailuautolla Suomessa ja ulkomailla. Rakastetaan kesää ja vettä ympärillämme.  Yleensä löydämmekin itsemme yöpymästä veden ääreltä. Mukana reissuilla kulkee kultainennoutaja Maisa. Nella katselee meidän reissuja nyt pilven reunalta. ",2590,110,352431,"Lifestyle_(sociology),Tourism"
UCL7_aceRaGefu63hMEi9-mQ,Mikael Pursi,Arctic adventures!,2530,32,181027,"Hobby,Lifestyle_(sociology),Tourism"
UCafr-brvPH5blLgxN6YhQkg,Alanko ulkoilee,"Alangon Mika tässä terve. Tältä kanavalta löydät maastopyöräilyä kesällä ja talvella. Talvikausi liikutaan pääosin fatbikellä ja kesällä mukaan tulee myös bike park ja endurohenkinen ajaminen metsälenkkien lisäksi. Satunnaisesti myös pyörän huoltoa ja jotain tekniikkavinkkejä. Tekniikkavinkit lähinnä oman harjoittelun kautta. Maastopyöräilyn aloitin vasta kolmenkympin rajapyykin ylittämisen jälkeen, jos ei lasketa mukaan satunnaisia koitoksia 90-luvulla.
Tervetuloa mukaan ja toivottavasti innostut itsekin lähtemään kokeilemaan uusia asioita!

Yhteydenotot ja yhteistyöehdotukset ovat tervetulleita ja löytävät parhaiten perille sähköpostilla osoitteeseen alanko.ulkoilee@gmail.com",2480,211,511225,"Vehicle,Sport,Hobby,Lifestyle_(sociology)"
UC9X7PDnCgOMtG2JKJfiBqzQ,Kesaloma Kairassa,Kesäloma Kairassa oli 64 päivän ja 1400 kilometrin patikointi- ja melontavaellus Lapin laitamilla kesällä 2020. Tervetuloa seuraamaan seikkailuamme! ,2460,8,139331,"Tourism,Lifestyle_(sociology),Hobby,Sport"
UCTr1e2tBrSdjJ1oxFAAF7iQ,Itkonen,"Videoita juoksutapahtumista, treeneistä, reissuista ja retkiltä.

Hyppää kyytiin ja paina kanava tilaukseen!",2420,330,474430,"Hobby,Lifestyle_(sociology)"
UCF1vPSRtGiUFn7I6ZSdkRMw,tannejarvainen,"Wannabe eräjorma ja luontokuvaaja. Retkiä Pohojammaalta aina Lapin tuntureille asti, kaikkina vuodenaikoina. Joka kuukausi on pakko päästä ulkona yöpymään. Luontokuvailua ja kalastelua harrastan luonnossa liikkumisen lomassa tilanteen mukaan. Matkaa taitan useimmiten jalan, kanootilla tai suksilla. Instagramissa julkaisen myös aktiivisesti sisältöä.
Videoiden lopussa yleensä pilalle menneitä otoksia.
Luonto- ja eräilykuvia.  www.instagram.com/tannejarvainen 
tanne jarvainen
Janne Tarvainen",2340,125,278684,"Hobby,Lifestyle_(sociology),Tourism"
UCFpswDphdZ-6wu4GqWZ-JBA,Jouni Riihelä,,2190,21,299201,"Lifestyle_(sociology),Hobby,Tourism"
UCCUKP17bb2mGPdYg6ZJwtPg,All About Lapland,All you want to know about Lapland!,2180,375,507994,"Lifestyle_(sociology),Tourism"
UC4-22D_nsgCiuCgmgB3xl4w,Otso Production,,2030,23,239541,"Hobby,Lifestyle_(sociology),Tourism"
